SummonerName,WinLoss,Lane,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken
TonyXenos,True,TOP,Sett,64,20,34,6,15,168,9,3,6,13510,17239,0,3566,17717,6,6,21,0,1353,146,72,0.7894736842105263,0.24355126403552635,0,16,3,4
2020 08 04,True,JUNGLE,Nocturne,102,21,35,15,14,42,14,3,10,12439,14232,0,10014,20331,11,1,29,0,1353,580,59,1.263157894736842,0.20107279293433028,17,10,0,5
nathan19,True,MIDDLE,Taliyah,134,34,66,10,14,145,2,8,21,12557,15500,0,1759,18829,8,0,27,0,1353,533,239,1.2105263157894737,0.2189898896694122,75,13,0,5
scritchy scratch,True,BOTTOM,Jinx,207,37,8,8,13,182,7,2,9,10645,13836,0,1127,8339,15,4,26,0,1353,91,53,0.8421052631578947,0.19547505573758406,16,5,0,2
restart over,True,UTILITY,Camille,79,31,51,5,13,51,4,3,18,10148,9973,0,2180,12327,20,6,45,0,1353,105,66,1.1578947368421053,0.1409109976231471,0,22,0,2
úzi,True,TOP,Riven,379,78,176,13,15,189,6,3,8,14384,9085,0,1606,17172,11,4,29,0,1542,129,104,1.4,0.15255697471998514,6,15,2,4
Energizer,True,JUNGLE,JarvanIV,78,44,60,9,14,12,4,1,18,12145,11941,0,9756,24051,3,4,26,0,1542,345,39,2.2,0.20051060009705832,0,12,1,3
Pogtoss,True,MIDDLE,Taliyah,202,31,68,51,16,201,13,2,9,14829,26231,0,3418,10343,7,4,18,0,1542,418,22,2.2,0.44046679443386755,155,2,2,5
ambush1,True,BOTTOM,Twitch,38,30,24,7,12,145,7,2,5,9914,8460,0,893,7407,11,4,22,0,1542,230,74,1.2,0.14205589429756538,5,12,0,2
imll,True,UTILITY,Janna,77,19,33,6,12,8,1,2,19,9391,3835,2588,4410,5492,25,4,53,0,1542,235,56,2,0.0644097364515236,26,7,0,0
inshallaheheSUII,False,TOP,Malphite,44,37,50,6,13,135,2,10,5,10693,10652,0,0,19415,10,1,12,0,1542,531,298,0.22580645161290322,0.2559136617092053,16,26,1,0
Pipimao,False,JUNGLE,MonkeyKing,110,19,70,15,12,21,2,6,3,8743,9033,0,6595,24329,5,4,21,0,1542,240,218,0.16129032258064516,0.21704089704127666,0,36,0,0
Incursio,False,MIDDLE,Sylas,66,36,90,5,12,169,4,7,1,9538,9087,0,1547,17859,7,4,16,0,1542,328,225,0.16129032258064516,0.21831525083655276,8,35,1,0
ilfhco,False,BOTTOM,Kaisa,58,21,62,4,13,198,2,4,3,10903,9330,0,381,9468,8,4,16,0,1542,7,123,0.16129032258064516,0.22417351032185867,4,25,0,0
hunter or prey,False,UTILITY,Lulu,44,56,51,6,11,20,0,4,7,7784,3519,2438,640,7576,20,9,48,0,1542,172,95,0.22580645161290322,0.08455668009110659,51,30,0,0
GU Faker,True,TOP,Jax,32,75,22,3,13,164,9,2,1,11113,9803,0,1996,11368,3,0,5,0,1136,33,39,0.4166666666666667,0.18769691415329817,0,0,7,5
twitchtv Scxtt01,True,JUNGLE,RekSai,114,125,51,5,11,11,1,3,9,7855,6488,0,7760,16843,3,1,17,0,1136,190,55,0.4166666666666667,0.1242245465569345,15,6,0,2
Incursio,True,MIDDLE,Katarina,41,35,0,5,11,110,5,2,2,7832,9480,0,1322,10998,4,1,9,0,1136,31,30,0.2916666666666667,0.1815149468559712,1,3,1,0
originalpainting,True,BOTTOM,TahmKench,87,22,15,6,11,90,7,2,10,8228,9293,493,3342,14713,8,0,18,0,1136,153,28,0.7083333333333334,0.17793843525794648,31,22,0,0
nathan19,True,UTILITY,Senna,56,29,16,4,11,61,7,4,8,8571,17164,372,11183,10063,7,3,20,0,1136,257,59,0.625,0.32862515717584967,20,19,1,1
Thiensf,False,TOP,Poppy,68,12,24,4,10,123,3,5,1,6573,9733,0,1529,11291,4,1,6,0,1136,353,96,0.2222222222222222,0.2511646129921505,0,13,0,1
Norbit,False,JUNGLE,LeeSin,112,112,81,8,9,19,3,4,2,6052,6524,66,3632,14921,3,0,3,0,1136,314,108,0.2777777777777778,0.16835583169111698,14,13,0,0
Touch The Stars,False,MIDDLE,Sylas,44,33,69,13,11,109,2,4,3,7704,7689,213,2644,13262,5,0,6,0,1136,181,128,0.2777777777777778,0.19843794498699738,8,10,1,1
Slycelling,False,TOP,Karthus,201,9,46,4,9,68,1,11,1,5352,8980,0,352,13347,4,0,6,0,1136,62,207,0.1111111111111111,0.2317413215588863,0,5,1,0
1MightyBullDog3,False,UTILITY,Sett,26,12,21,4,10,43,4,5,3,6516,5824,0,200,16820,10,2,12,0,1136,155,71,0.3888888888888889,0.15030028877084883,0,30,3,0
Rınnegan,False,TOP,Aatrox,135,18,90,6,12,167,2,7,2,9697,6109,0,3245,20455,6,1,10,0,1355,167,186,0.11428571428571428,0.15577424098611603,7,13,1,2
Boooosted Acc,False,JUNGLE,Nidalee,197,220,112,215,13,26,5,6,3,10236,11049,0,9809,22002,2,6,21,0,1355,151,194,0.22857142857142856,0.28174498960163197,14,9,1,2
betterjgcanwin,False,MIDDLE,Sylas,49,44,81,13,11,118,4,9,1,8259,12325,0,3575,21527,4,3,14,0,1355,192,195,0.14285714285714285,0.31426962959170784,11,33,2,0
Tou X1n Dao Zei,False,BOTTOM,Kaisa,40,19,29,1,12,121,3,6,2,8728,6584,0,354,11628,10,3,21,0,1355,7,143,0.14285714285714285,0.167896623332269,10,20,1,0
7 Hour Nap,False,UTILITY,Leona,35,15,19,5,10,32,1,7,7,6422,3149,220,94,16440,23,10,46,0,1355,150,155,0.22857142857142856,0.08031451648827512,13,20,0,0
catface,True,TOP,Kennen,75,39,64,5,13,136,4,4,11,11439,17537,0,1643,11489,4,0,13,0,1355,40,125,0.9375,0.22837689822908602,68,17,3,1
Erdtree,True,JUNGLE,LeeSin,177,147,105,7,13,18,8,2,14,11262,16262,975,7880,23622,16,3,31,0,1355,287,44,1.375,0.21177311532487322,28,10,1,2
Incursio,True,MIDDLE,Katarina,66,50,0,8,14,135,15,6,6,11695,21610,0,2987,15067,4,0,6,0,1355,76,145,1.3125,0.28140991366204565,3,19,5,1
xFrostyFrostyx,True,BOTTOM,Sivir,80,43,10,7,13,162,7,2,11,10356,16111,0,2964,8012,11,2,18,0,1355,0,44,1.125,0.20980287775038345,56,20,0,6
TWIGGYSTICK123,True,UTILITY,Renata,29,12,38,6,10,14,1,2,16,6969,5270,2929,570,8390,26,6,52,0,1355,128,48,1.0625,0.06863719503361161,27,16,0,2
Rınnegan,False,TOP,Aatrox,116,17,70,5,12,149,1,4,1,9102,9195,0,3568,18084,3,0,4,0,1140,85,100,0.06451612903225806,0.2818614054287412,11,19,0,5
2020 08 04,False,JUNGLE,Kindred,106,29,21,3,11,17,6,8,0,8314,9728,0,7839,16688,6,3,21,0,1140,207,170,0.1935483870967742,0.29819911900107016,23,6,3,4
Incursio,False,MIDDLE,Ahri,51,36,13,10,11,124,1,4,1,8316,5653,0,1364,10064,4,2,6,0,1140,25,87,0.06451612903225806,0.17329966265108712,32,6,1,2
jieyuns fan,False,BOTTOM,Kaisa,38,19,66,4,8,133,0,8,1,5008,4903,0,1164,14963,7,2,10,0,1140,0,157,0.03225806451612903,0.15031116464558608,7,8,0,2
siksautunghok,False,UTILITY,Nami,23,34,54,5,8,5,0,7,2,4943,3142,0,2427,7830,11,3,18,0,1140,147,116,0.06451612903225806,0.09632864827351542,4,14,0,0
catface,True,TOP,Gwen,67,17,87,21,12,148,3,2,2,9809,10661,0,2040,12166,7,0,11,0,1140,55,60,0.625,0.2013666280145463,37,5,1,0
scritchy scratch,True,JUNGLE,Evelynn,381,34,51,4,12,14,13,2,7,9146,13481,0,7793,15736,4,4,16,0,1140,130,31,2.5,0.25462316691083386,35,11,3,0
SKT Jankos,True,MIDDLE,Tristana,29,21,22,4,12,130,3,2,3,9215,7357,0,783,6996,10,2,16,0,1140,19,60,0.75,0.13895571915999402,0,9,2,2
Hoopa1,True,BOTTOM,Lucian,51,26,24,7,13,172,9,2,5,10135,15645,0,229,8104,8,3,19,0,1140,19,16,1.75,0.2955070064069265,12,10,1,2
Aladoric,True,UTILITY,Rakan,22,36,38,6,10,24,3,0,18,7289,5800,2675,2471,7067,25,3,45,0,1140,105,0,2.625,0.10954747950769933,15,10,1,0
Wei Ra0 Wo Da ,True,TOP,Sett,60,14,23,7,14,128,4,8,6,12160,13260,0,1085,19753,6,4,17,0,1464,44,151,0.5263157894736842,0.1946000463044804,0,8,2,0
Transcendant,True,JUNGLE,Kindred,161,50,46,3,13,45,3,3,10,11304,11887,0,7293,15128,4,6,26,0,1464,160,71,0.6842105263157895,0.17445580591328708,25,7,1,1
Fruitcake,True,MIDDLE,Vex,110,28,46,28,14,137,11,6,7,12825,19875,0,1030,14541,5,0,9,0,1464,530,191,0.9473684210526315,0.29168274222269963,50,12,5,3
Ákumá,True,BOTTOM,Kaisa,62,22,42,5,14,209,13,2,5,12934,18907,0,204,9027,7,2,18,0,1464,22,74,0.9473684210526315,0.2774697747181693,15,3,2,2
Chicken Söup,True,UTILITY,Rakan,20,26,54,7,12,29,1,0,16,8931,4210,2657,1909,7228,15,5,48,0,1464,37,0,0.8947368421052632,0.06179163084136359,27,7,0,0
TTTTTTTTyyyyyyyy,False,TOP,Fiora,157,15,35,9,13,101,10,6,4,10709,20929,0,4029,26328,7,2,18,0,1464,61,177,0.4375,0.41378480866247097,6,6,4,10
Incursio,False,JUNGLE,Kayn,132,59,54,12,12,49,2,6,6,9673,10197,0,8040,21952,4,1,13,0,1464,134,177,0.25,0.20160921231387957,4,19,0,4
Ciel Phantomhive,False,MIDDLE,Katarina,56,34,0,7,12,98,4,8,6,9218,9486,0,1543,16651,7,0,8,0,1464,32,190,0.3125,0.18755669538152264,1,15,0,5
Squidgy Boy,False,BOTTOM,Tristana,28,9,25,3,12,167,3,5,1,9654,6486,0,716,11653,8,2,18,0,1464,47,125,0.125,0.12823285400735596,0,14,1,2
cantwinxd,False,UTILITY,Lulu,35,22,43,4,10,7,0,7,9,6712,3480,4425,0,9092,24,4,45,0,1464,122,130,0.28125,0.06881642963477086,52,7,0,0
ADC2Chall,False,TOP,Aatrox,114,19,75,7,13,151,3,7,3,9961,14176,0,7552,25979,8,0,11,0,1349,145,208,0.20689655172413793,0.26835731460174084,9,9,1,1
Oce trash server,False,JUNGLE,Ekko,88,30,50,5,12,13,8,5,2,9596,14591,0,11258,26318,3,1,15,0,1349,364,136,0.3448275862068966,0.2762016594572879,21,22,1,0
Civicnox,False,MIDDLE,Kassadin,48,88,45,67,12,155,0,5,2,9466,6195,0,78,14779,7,1,11,0,1349,86,122,0.06896551724137931,0.11728698823904697,17,16,0,2
mid only please,False,BOTTOM,Riven,228,35,79,13,10,110,6,8,3,6647,9900,0,1849,21013,6,0,9,0,1349,47,245,0.3103448275862069,0.18740477449454182,4,19,0,4
zao dian shui,False,UTILITY,Karma,61,21,74,23,11,17,3,4,10,8152,7963,2935,1482,11418,14,4,40,0,1349,147,92,0.4482758620689655,0.15074926320738247,33,12,0,3
TTTTTTTTyyyyyyyy,True,TOP,Fiora,150,12,34,6,15,135,6,6,2,13441,20917,0,10120,23725,8,2,19,0,1349,59,129,0.4,0.28653313132401875,9,6,5,2
Incursio,True,JUNGLE,Kayn,154,58,45,11,15,10,10,1,4,13182,15940,0,11623,19730,3,1,18,0,1349,251,16,0.7,0.21835593408269766,15,5,1,0
Indovaa,True,MIDDLE,Taliyah,146,24,32,8,14,153,7,2,8,12537,20550,0,1966,12752,6,3,20,0,1349,526,60,0.75,0.28150158845143114,117,2,3,1
Zeluxy,True,BOTTOM,Vayne,101,0,10,4,13,151,6,4,2,10678,12340,0,2126,12744,5,1,12,0,1349,9,100,0.4,0.1690449491682332,30,10,3,1
BananaBlaster,True,UTILITY,Zilean,99,34,76,4,11,8,0,7,11,7913,3253,974,1474,11402,18,3,40,0,1349,77,121,0.55,0.04456439697361924,39,6,0,1
lcbqnub,True,Invalid,Vayne,70,0,6,7,16,70,10,7,22,16129,32754,0,173,22882,0,0,0,0,1021,37,146,0.7441860465116279,0.27787982820841295,58,72,0,0
shyftyz,True,Invalid,Viktor,54,25,67,20,16,36,7,6,29,15631,26607,0,2447,15115,0,0,0,0,1021,333,146,0.8372093023255814,0.2257318335394189,93,61,0,0
Incursio,True,Invalid,Akali,54,23,47,16,16,8,12,7,16,15669,22682,0,1554,17404,0,0,0,0,1021,57,166,0.6511627906976745,0.19243105788176557,47,96,0,0
Vixxy,True,Invalid,Kalista,45,10,47,3,17,79,17,5,20,16660,27219,0,4613,18206,0,0,1,0,1021,57,112,0.8604651162790697,0.23092240944607167,18,67,0,0
DoodleB0B,True,Invalid,Thresh,42,31,21,8,16,9,1,6,37,16226,8608,3601,3946,15995,0,0,0,0,1021,178,124,0.8837209302325582,0.07303487092433089,14,96,0,0
Coffe,False,Invalid,Lissandra,52,16,30,9,14,31,2,8,11,12910,12235,0,778,14147,0,0,0,0,1021,139,188,0.37142857142857144,0.1504262239123051,33,167,1,0
Gamer Mum,False,Invalid,Heimerdinger,66,71,47,7,15,44,5,6,16,14436,21003,0,2843,14446,0,0,0,0,1021,299,122,0.6,0.25821374068878356,113,73,0,0
Crankyclint,False,Invalid,Sion,40,32,25,4,15,24,7,12,13,14315,11909,0,2342,48169,0,0,0,0,1021,189,252,0.5714285714285714,0.14641252321009565,12,191,1,0
Hickeycat,False,Invalid,Xayah,68,21,35,7,16,61,6,7,14,16374,19640,0,4407,21588,0,0,0,0,1021,47,148,0.5714285714285714,0.24146252845843857,83,146,1,0
fingerdante,False,Invalid,XinZhao,22,43,0,6,14,13,11,14,4,12809,16551,0,1694,23572,0,0,0,0,1021,76,286,0.42857142857142855,0.2034849837303771,0,242,1,0
Incursio,True,UTILITY,Senna,75,27,30,6,15,30,9,4,9,14274,28860,572,9240,18142,20,7,42,0,2000,390,120,0.6428571428571429,0.26944279727235415,14,25,1,0
Vixxy,True,BOTTOM,Yuumi,48,130,46,7,16,201,5,4,15,15961,13204,566,6307,15948,9,3,20,0,2000,22,123,0.7142857142857143,0.12327752801716414,56,59,0,0
UngaPunga,True,TOP,Mordekaiser,136,28,46,8,16,191,4,8,5,16295,20582,0,5288,30303,11,1,23,0,2000,28,254,0.32142857142857145,0.19216150961522163,0,10,3,1
Dead Xi Jinping,True,MIDDLE,Tristana,37,34,36,7,16,186,8,10,2,16187,22400,0,3135,24982,6,6,15,0,2000,58,365,0.35714285714285715,0.20913474844063362,0,27,5,4
Thigh Hoe,True,JUNGLE,Evelynn,480,43,86,9,16,39,10,2,8,15279,22063,0,10918,24104,11,4,28,0,2000,254,36,0.6428571428571429,0.20598341665462647,26,5,3,0
Banaki,False,BOTTOM,Twitch,34,29,15,8,14,196,6,8,2,12809,18469,0,3291,25397,10,4,22,0,2000,184,272,0.2222222222222222,0.20737268769253672,13,10,1,0
Cynicàl,False,JUNGLE,Graves,102,14,38,11,16,47,7,7,2,15136,16786,0,4567,22005,16,9,41,0,2000,409,273,0.25,0.18847650431571958,32,9,2,0
CherryFleur,False,UTILITY,Lulu,53,19,55,7,13,14,1,11,7,10046,8720,1628,929,23887,22,4,43,0,2000,268,346,0.2222222222222222,0.09791378069209357,80,11,0,0
Assassin Km,False,TOP,Camille,294,60,127,9,18,241,10,4,2,21088,29321,0,7863,31330,12,2,24,0,2000,184,171,0.3333333333333333,0.329212769620499,0,8,8,3
Captain Tato,False,MIDDLE,Kassadin,58,83,43,114,16,189,4,6,4,15983,15766,0,2936,27216,9,1,16,0,2000,170,191,0.2222222222222222,0.17702425767915114,0,14,2,0
Giant Nïpples,False,TOP,Darius,51,56,17,4,12,138,2,8,3,9929,9198,0,1542,22223,7,1,9,0,1395,124,188,0.16666666666666666,0.19223290236190238,0,3,0,1
Inazuma Empire,False,JUNGLE,LeeSin,159,106,88,9,11,14,3,9,5,8119,11236,741,4458,23803,5,2,11,0,1395,344,201,0.26666666666666666,0.23482077903334928,18,6,0,0
Incursio,False,MIDDLE,Katarina,56,37,0,5,13,151,4,3,3,10381,9447,0,3014,14008,3,0,9,0,1395,0,56,0.23333333333333334,0.19742915452018797,0,2,0,1
Gumayusi1,False,BOTTOM,Lucian,50,23,26,7,11,184,2,5,4,8247,10070,0,1302,12316,9,1,18,0,1395,1,125,0.2,0.21044329422950836,19,10,0,1
Pawk Chawps,False,UTILITY,Senna,48,28,18,5,10,9,2,6,5,6812,7899,396,4911,11367,21,8,47,0,1395,121,117,0.23333333333333334,0.165073869855052,20,15,1,1
TrumangZ,True,TOP,Jax,56,116,37,8,15,170,8,4,3,13921,16704,0,4884,18192,6,1,15,0,1395,388,93,0.7857142857142857,0.2370019608956861,0,3,4,4
brown sugar boba,True,JUNGLE,Evelynn,426,23,69,8,13,31,12,2,6,11000,17937,0,9337,19912,6,0,7,0,1395,123,50,1.2857142857142858,0.25448796325894735,25,11,1,2
Douyu4791166,True,MIDDLE,MonkeyKing,85,23,45,26,14,144,7,0,8,12178,14924,0,5392,14996,4,7,18,0,1395,22,0,1.0714285714285714,0.21174342589584255,0,17,2,1
Viper8,True,BOTTOM,Jinx,206,24,7,6,14,151,2,3,12,11750,12862,0,1235,10647,8,1,14,0,1395,68,47,1,0.18249365663376935,8,13,0,5
richîe,True,UTILITY,Renata,46,27,55,5,12,12,2,4,12,8941,8054,2317,1197,13508,26,5,50,0,1395,200,103,1,0.11427299331575466,25,30,0,1
catface,True,TOP,Camille,111,32,68,3,11,109,4,4,0,7901,9207,0,1884,12434,6,0,8,0,1114,129,86,0.5714285714285714,0.2302300702967137,1,11,2,1
Transcendant,True,JUNGLE,Qiyana,86,121,25,5,11,8,8,1,3,7985,10395,0,4375,11897,3,2,15,0,1114,92,21,1.5714285714285714,0.2599492509480864,17,10,1,0
Nagoya,True,MIDDLE,Sylas,42,34,80,11,12,137,3,0,3,8981,7334,0,2574,10162,5,0,8,0,1114,214,0,0.8571428571428571,0.1834089382514294,8,21,1,1
Prodigy,True,BOTTOM,Xayah,41,19,29,3,11,147,5,2,7,7830,8790,0,1023,7201,5,1,11,0,1114,17,31,1.7142857142857142,0.21980012503021548,30,6,0,5
Fruitcake,True,UTILITY,Rakan,15,24,40,4,9,19,0,0,14,5504,4263,1484,2099,4391,18,2,34,0,1114,58,0,2,0.10661161547355505,11,11,0,3
cheeseypop,False,TOP,DrMundo,94,31,50,5,12,148,4,3,1,9798,13012,0,4877,15852,4,0,5,0,1114,138,62,0.25,0.4358223091615674,34,8,3,5
Incursio,False,JUNGLE,Evelynn,348,24,86,2,10,2,1,3,1,6692,5347,0,6563,15276,1,0,7,0,1114,138,62,0.1,0.1790919292606375,10,7,1,0
fang pian 4,False,MIDDLE,Talon,33,46,106,6,11,147,1,4,0,8278,6221,0,663,9256,3,1,7,0,1114,83,86,0.05,0.20838716146456454,22,11,0,1
Karyu,False,BOTTOM,Vayne,62,0,10,4,9,113,0,7,1,5394,3919,0,702,9296,5,1,9,0,1114,6,104,0.05,0.13129169423412315,19,14,0,2
Aquilin,False,UTILITY,Lulu,15,16,22,2,7,4,1,3,0,3547,1355,1887,0,4368,9,1,19,0,1114,95,40,0.05,0.04540690587910741,26,3,0,2
RJBDR55377,True,TOP,Riven,372,72,142,25,18,212,7,6,10,19317,16551,0,4027,28614,12,0,17,0,2036,216,216,0.4722222222222222,0.13066700090673772,15,33,1,2
JinXv,True,JUNGLE,Karthus,512,41,202,8,18,59,8,12,20,19862,35619,0,5716,32167,1,2,14,0,2036,305,418,0.7777777777777778,0.281193048943407,0,31,1,0
Dreamsy,True,MIDDLE,Ahri,78,65,32,31,17,147,4,11,14,16690,15049,0,5318,27398,14,2,20,0,2036,56,272,0.5,0.11881073484826957,59,44,1,1
2019 10 12,True,BOTTOM,Samira,161,19,44,8,18,265,19,9,9,18399,46225,0,3918,30312,7,5,18,0,2036,74,228,0.7777777777777778,0.36492212952103936,32,41,0,4
FLOWER B,True,UTILITY,Nautilus,44,40,44,16,16,54,3,10,23,16174,13225,0,6910,34796,37,3,68,0,2036,514,226,0.7222222222222222,0.10440708578054635,25,61,0,4
Skythe,False,TOP,Jax,77,102,51,11,16,203,2,8,9,16118,8951,0,3446,26483,9,2,16,0,2036,689,275,0.20754716981132076,0.07221910737322929,0,31,0,2
kneeclap,False,JUNGLE,Nunu,91,73,206,11,16,17,6,6,25,15961,15536,0,21360,44302,5,6,42,0,2036,445,231,0.5849056603773585,0.12534738523770836,134,32,1,3
Incursio,False,MIDDLE,Katarina,99,83,0,18,17,203,31,7,8,17749,55311,0,8624,33165,1,4,13,0,2036,77,246,0.7358490566037735,0.44624384783839366,4,28,7,8
FLAGGED 31247236,False,BOTTOM,Ezreal,355,40,33,16,16,176,4,9,17,15697,34455,0,1871,25751,6,2,14,0,2036,97,259,0.39622641509433965,0.2779818088564308,130,12,1,1
Rollo Sigurdsson,False,UTILITY,Bard,60,53,37,10,14,12,5,12,20,12055,9693,3863,5818,28744,37,8,76,0,2036,426,317,0.4716981132075472,0.07820785069423787,35,21,0,4
catface,False,TOP,Mordekaiser,63,14,30,8,11,111,1,8,1,7396,10861,0,1379,17740,5,0,8,0,1277,35,215,0.05405405405405406,0.22713822140888548,0,58,0,3
Nagoya,False,JUNGLE,Ekko,55,28,51,5,10,13,7,10,3,7117,11202,0,5220,22933,5,2,17,0,1277,228,236,0.2702702702702703,0.23426536827994768,23,184,1,0
Magnum,False,MIDDLE,Yasuo,158,8,80,3,12,141,5,5,3,9279,10973,0,519,13195,7,0,11,0,1277,106,176,0.21621621621621623,0.2294812961891972,5,286,2,3
AD MENACE,False,BOTTOM,Jhin,44,29,25,11,10,108,1,7,7,6886,9884,0,2324,12957,9,2,14,0,1277,55,161,0.21621621621621623,0.20669738847351346,2,136,0,0
Lsause modCheck,False,UTILITY,Leona,28,20,23,6,10,28,2,7,6,6136,4897,0,853,12439,14,5,38,0,1277,81,144,0.21621621621621623,0.10241772564845622,10,169,1,0
Assassintoad,True,TOP,TahmKench,71,15,12,10,13,131,6,1,6,10771,8917,1002,4956,16272,7,2,16,0,1277,228,30,0.8,0.12806638555895852,26,2,2,1
SKT Jankos,True,JUNGLE,Khazix,153,87,39,17,13,47,6,3,9,10899,12023,0,7812,21346,6,4,28,0,1277,268,79,1,0.172660391736189,49,7,1,0
Incursio,True,MIDDLE,Akali,94,21,58,16,12,111,8,5,6,9910,14451,0,285,12522,6,0,9,0,1277,31,133,0.9333333333333333,0.20752757177294093,34,8,2,0
Silver Cross,True,BOTTOM,Ashe,35,53,11,8,13,164,10,3,11,10259,19329,0,255,11003,7,3,22,0,1277,565,77,1.4,0.2775849449125498,40,0,2,4
sedfrcgvhubjikol,True,UTILITY,Leblanc,39,93,33,14,11,11,7,4,16,8413,14913,0,599,12149,25,3,47,0,1277,24,82,1.5333333333333334,0.21416070601936174,24,3,1,0
Lily,True,TOP,Singed,164,21,39,8,17,208,6,2,12,16962,19811,0,2322,19736,9,2,19,0,1837,336,44,0.6,0.2377494188349623,0,56,3,3
dahunzi,True,JUNGLE,Talon,92,164,105,13,16,62,10,3,5,15353,19179,0,7343,23474,8,10,41,0,1837,292,110,0.5,0.23015944949940034,58,93,1,0
Incursio,True,MIDDLE,Sylas,90,53,139,31,15,124,12,9,7,13854,23760,0,6853,34339,12,2,21,0,1837,350,313,0.6333333333333333,0.2851426626831422,15,424,4,0
euphoria777,True,BOTTOM,Jinx,192,44,18,9,16,233,3,9,8,15284,11089,0,515,17245,6,4,13,0,1837,36,272,0.36666666666666664,0.1330781858205083,20,89,1,1
xin xin zi,True,UTILITY,Lux,43,36,146,15,13,37,2,7,14,11147,9488,1935,561,12419,61,12,92,0,1837,208,157,0.5333333333333333,0.11387028316198688,37,73,0,1
Stop here,False,JUNGLE,RekSai,171,129,116,6,14,24,5,9,6,12978,12416,0,10288,27736,8,10,38,0,1837,351,248,0.3333333333333333,0.1480180420584463,17,49,2,0
Erdtree,False,TOP,Camille,186,36,64,7,15,192,4,9,2,14107,14655,0,2950,28663,13,0,27,0,1837,104,271,0.18181818181818182,0.17470812122435264,0,52,0,0
Mikru,False,MIDDLE,Akali,118,23,89,22,15,195,6,7,4,13842,19179,0,1857,23553,7,0,16,0,1837,50,164,0.30303030303030304,0.22863995169387957,38,29,3,1
Silver Cross,False,BOTTOM,Ashe,33,81,19,12,15,207,3,5,14,13852,15927,0,1920,17905,12,6,44,0,1837,613,146,0.5151515151515151,0.18987446001311822,44,28,0,2
Lsause modCheck,False,UTILITY,Zyra,86,83,27,14,14,42,12,3,8,11759,21706,0,1887,11837,31,17,80,0,1837,79,125,0.6060606060606061,0.25875942501020327,32,24,0,2
TTTTTTTTyyyyyyyy,True,TOP,Darius,88,120,17,7,18,241,5,6,6,18362,16581,0,5257,25858,12,3,37,0,1928,175,185,0.36666666666666664,0.17325760160373554,0,8,2,3
Śpace Invader ,True,JUNGLE,Karthus,555,36,124,9,17,65,14,4,9,17096,36274,0,10762,25421,6,2,30,0,1928,259,142,0.7666666666666667,0.3790310107953275,8,10,1,1
Incursio,True,MIDDLE,Viego,130,110,54,15,15,151,5,8,9,13776,14486,0,3383,22287,2,2,12,0,1928,122,232,0.4666666666666667,0.1513695827892711,19,13,1,2
Silver Cross,True,BOTTOM,Jhin,76,34,46,33,14,132,7,9,10,12157,16404,0,2168,17526,10,5,33,0,1928,101,195,0.5666666666666667,0.1714072364117601,18,7,2,1
Collecting Meeps,True,UTILITY,Bard,64,43,38,12,14,22,2,7,19,12622,11956,3315,6878,18612,51,8,91,0,1928,215,125,0.7,0.12493456839990573,30,18,0,1
Lily,False,TOP,Singed,133,15,25,8,15,201,5,3,5,14520,11494,0,3948,24263,1,3,13,0,1928,591,129,0.2702702702702703,0.13757627802689745,0,13,1,5
Stop here,False,JUNGLE,RekSai,188,133,113,8,16,40,12,5,8,14868,22797,0,15819,29379,8,9,41,0,1928,283,184,0.5405405405405406,0.27286557113444404,35,14,1,4
Smaze,False,MIDDLE,Leblanc,81,152,50,29,14,136,11,11,10,12969,24851,0,4858,27382,3,6,17,0,1928,32,317,0.5675675675675675,0.29745419484497154,38,37,2,0
CARB0N,False,BOTTOM,Twitch,43,50,25,10,15,188,4,7,12,13179,17963,0,804,23673,10,6,28,0,1928,466,196,0.43243243243243246,0.21500454175582018,12,18,0,2
love leona,False,UTILITY,Leona,49,33,25,12,12,34,2,7,16,9276,6441,2062,2052,23224,40,9,83,0,1928,86,187,0.4864864864864865,0.07709941423786681,17,18,0,1
Young Cheetah,False,TOP,Gragas,162,53,44,4,13,167,3,5,0,11236,8495,0,5196,17838,7,3,13,0,1615,310,114,0.11538461538461539,0.16005675747008755,24,13,0,0
Stop here,False,JUNGLE,RekSai,152,112,99,5,13,33,8,8,7,10680,13821,0,8973,22497,6,10,41,0,1615,291,203,0.5769230769230769,0.26042013852821294,14,71,0,2
CARB0N,False,MIDDLE,Leblanc,59,102,38,14,14,175,2,5,4,11936,10339,0,1016,14930,10,2,17,0,1615,12,135,0.23076923076923078,0.19480895058414488,14,15,0,0
4LB3RT,False,BOTTOM,Jhin,72,24,48,31,14,215,10,5,9,12832,15520,0,3549,16853,11,6,26,0,1615,126,97,0.7307692307692307,0.2924159313599512,12,47,2,3
LeanBeefPatty,False,UTILITY,Alistar,19,19,29,5,11,37,1,3,15,8489,4898,0,6104,19658,18,15,54,0,1615,189,58,0.6153846153846154,0.09229822205760346,0,99,0,0
catface,True,TOP,Camille,203,45,98,6,16,200,3,3,6,14737,15752,0,4583,22082,9,0,24,0,1615,167,102,0.375,0.20885633742098464,2,12,1,2
